Fld_Part_ID;Fld_Part_Nbr;FLD_PART_DESC;NHA (Next Higher Assy);Fld_Part_MFG;Fld_Part_MFG_Old;Fld_AC_ID;Fld_AC_ID;Fld_Old_LP;Fld_Part_List_Price;Fld_Part_Price_Currency_ID;Fld_Part_LP_Date;Fld_Remark;status;alt_pn;Fld_Add_PN_Date;aci_contact_entry;ata_chapter;CAGE#;"Essentiality Category, 1=1; 2= 2 3= 3";OEM;MOQ
;4A1075;A.G.B. MODULE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;2A4157;HPT#2AIR SEAL;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;3A0078;SEAL AIR,TURBINE,INNER,STG6 - V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;2A5001;STG1 TURBINE HUB;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6B4404;DISC;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;2A3423;1 OUTER SEAL;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;5A1757;LPC #1 FAN DISK;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7546;HPC 9-12 DISC;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;2A3424;1 INNER SEAL;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7711;SHAFT ASSY REAR-HPC - V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A5869;SEAL REAR ROTATING - V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;3A2544;LPT #7 DISK;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;2A4802;STG2 TURBINE HUB;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;3A1986;DISK,TURBINE STG6 -V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;3A2430;DISK,TURBINE STG5 - V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;3A1984;DISK,TURBINE STG4 -V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;3A2513;LPT #3 DISK;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;3A2522;LPT #7 AIR SEAL;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;2A3437;HPT#2 RTNG PLATE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;3A1988;SEAL,AIR TURBINE STG6 - V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;3A2423;SEAL,AIR TURBINE STG5 - V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;3A2422;SEAL,AIR TURBINE STG4 - V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;3A0963;SEAL,AIR TURBINE STG3 - V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;AC69924;HPC#7 BLEED VALVE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;AC69924;HPC#7 BLEED VALVE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;AC69924;HPC#7 BLEED VALVE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;808050-4-062;ELECTRONIC ENGINE CONTROL;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;5421-12-538;ENGINE FIRE DETECTION FWD L/H & R/H;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;5421-12-538;ENGINE FIRE DETECTION FWD L/H & R/H;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;5950041-108;HIGH-PRESSURE COMPRESSOR STAGE#10 BLEED VALVE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;8061-632;FMU (V2530);;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;3601-97-650;ENGINE FIRE DETECTION AFT L/H & R/H;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;3601-97-650;ENGINE FIRE DETECTION AFT L/H & R/H;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;41SG272-5;NO.4 BEARING PRESSURE XDUCR;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;1779MK2;NO.4 SCAVENGE VALVE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;1778MK1;ACTUATOR-SLAVE LPC BLEED-V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;2607MK3;ACC ACTUATOR;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;AA1060-00;HPC#10 SOLENOID VALVE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;5860010-108;STG.10 TO HPT AIR CONTROL VALVE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;1777MK2;LPC MASTER ACTR;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;5860017-139;ACC ACTUATOR;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;5860016-139;ACC VALVE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;AC69674;VALVE-SOLENOID;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;AC69576;VALVE-SOLENOID STG 10 BL;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;005RL03;RELAY BOX;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;5A1762;SHAFT,ASSY STUB - V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;5A0895;SHAFT,ASSY STUB - V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;D1876-1000A;COOLER-AIR NO.4 BRG COMPT;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;OF32-101;COOLER-OIL FUEL COOLED -V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;5R0159;DISC,ASSY STG 1.5 - 2.5 LPC - V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7655;BLADE A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;6A7644;BLADE-A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;4A1075;A.G.B. MODULE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;72;;;;
;3957985205;INTERFACE UNIT-ENGINE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;3957985205;INTERFACE UNIT-ENGINE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;058-001-00;SWITCH-CONTROL;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;5009913E;PUMP/FUEL/LP/HP-V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;796050-1;VALVE-FUEL FLOW DIVIDER -V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;21SN04-300B;SWITCH-FUEL FILT DIFF PRESSURE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;9-217-59;TRANSMITTER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;17300G09;VALVE-FUEL DIVERT & RETURN;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;AC69572;HPC#7 SOLENOID VALVE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;AC69572;HPC#7 SOLENOID VALVE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;AC69572;HPC#7 SOLENOID VALVE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;16844-000;COOLER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;5009913F;FUEL PUMP;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;796050-1;VALVE-FUEL FLOW DIVIDER -V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;21SN04-300B;SWITCH-FUEL FILT DIFF PRESSURE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;9-217-59;TRANSMITTER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;17300G09;VALVE-FUEL DIVERT & RETURN;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;AC69572;HPC#7 SOLENOID VALVE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;AA1051-00;HPC#7 SOLENOID VALVE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;AC69572;HPC#7 SOLENOID VALVE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;16844-000;COOLER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;73;;;;
;9045330-2;IGNITION EXCITER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;74;;;;
;9045330-2;IGNITION EXCITER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;74;;;;
;9045405-7;IGNITION LEAD;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;74;;;;
;9045405-7;IGNITION LEAD;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;74;;;;
;9045330-2;IGNITION EXCITER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;74;;;;
;9045330-2;IGNITION EXCITER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;74;;;;
;9045405-7;IGNITION LEAD;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;74;;;;
;9045405-7;IGNITION LEAD;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;74;;;;
;330400M01;CONTROL UNIT-THROTTLE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;76;;;;
;330400M01;CONTROL UNIT-THROTTLE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;76;;;;
;TY1540-24A;CONTROL UNIT, HYDRAULIC -V2500;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;78;;;;
;TY1540-24C;HCU-THRUST REVERSER FOR A320 / A321;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;78;;;;
;745-0002-505;THRUST REVERSER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;78;;;;
;745-0002-503;C-DUCT;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;78;;;;
;745-0002-505;THRUST REVERSER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;78;;;;
;745-0002-511;THRUST REVERSER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;78;;;;
;21SN04-275A;SWITCH-LOW OIL PRESSURE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;21SN04-298A;SWITCH-SCAV FILT DIFF PRESSURE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;76-167-4;OIL QTY. TRSMITTER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;41SG240-1;TRANSMITTER-OIL PRESS DIF;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;4A7004-01;OIL TANK ASSY - FOR V2530-A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;4A7033;FILTER-SCAVENGE OIL;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;50069001-1;COOLER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;4A7110;PUMP & FILTER A/O PRESS;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;4A7121;PUMP-OIL SCAVENGE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;21SN04-275A;SWITCH-LOW OIL PRESSURE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;21SN04-298A;SWITCH-SCAV FILT DIFF PRESSURE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;76-167-4;OIL QTY. TRSMITTER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;41SG240-1;TRANSMITTER-OIL PRESS DIF;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;4A7004-01;OIL TANK ASSY - FOR V2530-A5;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;4A7033;FILTER-SCAVENGE OIL;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;50026001-1;COOLER;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;4A7110;PUMP & FILTER A/O PRESS;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;4A7121;PUMP-OIL SCAVENGE;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;79;;;;
;430201;ENGINE DEDICATED ALTERNATORS;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;80;;;;
;430201-1;ENGINE DEDICATED ALTERNATORS;;;;146;A321;;;;;MSN0555 (B-22602) AIR;;;;;80;;;;
;756B0000-01;CONDENSER;;;;146;A321;;;;;;;;;;21;F1958;;LIEBHERR TOULOUSE (USE VC 210728);
;20791-13AD;CONTROLLER-PRESSURE;;;;146;A321;;;;;;;;;;21;C0002;;NORD-MICRO AG & CO. OHG;
;3962A0000K01;CONVERTER-OZONE;;;;146;A321;;;;;;;;;;21;F1958;;LIEBHERR TOULOUSE (USE VC 210728);
;DHE1441;DETECTOR-PROXIMITY;;;;146;A321;;;;;;;;;;21;F9763;;ELDEC FRANCE;
;754D0000-01;EXCHANGER-HEAT,MAIN;;;;146;A321;;;;;;;;;;21;F1958;;LIEBHERR TOULOUSE (USE VC 210728);
;753D0000-01;EXCHANGER-HEAT,PRIMARY;;;;146;A321;;;;;;;;;;21;F1958;;LIEBHERR TOULOUSE (USE VC 210728);
;EVT3454HC;FAN-AVIONICS;;;;146;A321;;;;;;;;;;21;F4957;;TECHNOFAN;
;1263A0000-03;MACHINE-AIR CYCLE;;;;146;A321;;;;;;;;;;21;F1958;;LIEBHERR TOULOUSE (USE VC 210728);
;755D0000-01;REHEATER;;;;146;A321;;;;;;;;;;21;F1958;;LIEBHERR TOULOUSE (USE VC 210728);
;87232323V01;SENSOR-DUCT TEMPERATURE,AVIONICS COMFORT;;;;146;A321;;;;;;;;;;21;F9111;;THALES AVIONICS;
;764B0000-02;SENSOR-TEMPERATURE;;;;146;A321;;;;;;;;;;21;F1958;;LIEBHERR TOULOUSE (USE VC 210728);
;1209-100;SWITCH-PRESSURE;;;;146;A321;;;;;;;;;;21;F1976;;OPTIQUE PRECSN ELECT ET MECH SOPELEM DPT;
;1806D0000-01;VALVE ASSY-FLOW CONTROL;;;;146;A321;;;;;;;;;;21;F1958;;LIEBHERR TOULOUSE (USE VC 210728);
;V2T127D;VALVE-BUTTERFLY,AIR;;;;146;A321;;;;;;;;;;21;F4957;;TECHNOFAN;
;3958A0000-01;VALVE-BYPASS;;;;146;A321;;;;;;;;;;21;F1958;;LIEBHERR TOULOUSE (USE VC 210728);
;3957A0000-03;VALVE-ISOLATION;;;;146;A321;;;;;;;;;;21;F1958;;LIEBHERR TOULOUSE (USE VC 210728);
;20790-20BA;VALVE-OUTFLOW;;;;146;A321;;;;;;;;;;21;C0002;;NORD-MICRO AG & CO. OHG;
;70853A010001;VALVE-TRIM AIR PRESSURE;;;;146;A321;;;;;;;;;;21;F1958;;LIEBHERR TOULOUSE (USE VC 210728);
;C13206AA00;FAC-FLIGHT AUGMENTATION COMPUTER;;;;146;A321;;;;;;;;;;22;F9111;;THALES AVIONICS;
;C13208BA00;FMGC-FLIGHT MANAGEMENT AND GUIDANCE COMPUTER;;;;146;A321;;;;;;;;;;22;F9111;;THALES AVIONICS;
;C19266EA01;MCDU-MULTIPURPOSE CONTROL AND DISPLAY UNIT;;;;146;A321;;;;;;;;;;22;F9111;;THALES AVIONICS;
;ACP2788AE01;ACP-AUDIO CONTROL PANEL;;;;146;A321;;;;;;;;;;23;F6168;;TEAM TELECOM ELECT AERONAUT ET MARITIME;
;64300-210;BOOMSET;;;;146;A321;;;;;;;;;;23;25734;;;
;980-6032-023;CVR-COCKPIT VOICE RECORDER;;;;146;A321;;;;;;;;;;23;97896;;HONEYWELL AEROSPACE;
;Z044H000333B;DIRECTOR-CIDS;;;;146;A321;;;;;;;;;;23;C9072;;AIRBUS OPERATIONS GMBH CABIN ELECTRONICS;
;10-1236-00;FEEDLINE-ANTENNA;;;;146;A321;;;;;;;;;;23;C4462;;GORE & ASSOCIATES GMBH;
;2LA455961-13;LIGHT-READING;;;;146;A321;;;;;;;;;;23;D8095;;GOODRICH LIGHTING SYSTEMS GMBH;
;F1000250-01;PANEL-AREA CALL;;;;146;A321;;;;;;;;;;23;D8095;;GOODRICH LIGHTING SYSTEMS GMBH;
;C12848DB01;RMP-RADIO MANAGEMENT PANEL;;;;146;A321;;;;;;;;;;23;F9111;;THALES AVIONICS;
;418E5733-00;SCM;;;;146;A321;;;;;;;;;;23;6441;;L3 AVIATION PRODUCTS, INC. <SPEC2000>;
;965-1696-051;TRANSCEIVER-VHF;;;;146;A321;;;;;;;;;;23;97896;;HONEYWELL AEROSPACE;
;Y192;TR-TRANSFORMER RECTIFIER;;;;146;A321;;;;;;;;;;24;F8769;;TECHNIQUES ET FABRICATIONS ELECTRONIQUES -TFE;
;206PN01;VOLTMETER-DC;;;;146;A321;;;;;;;;;;24;F0244;;ZODIAC AERO ELECTRIC;
;1033-1-011-2396;BELT ASSY-SAFETY;;;;146;A321;;;;;;;;;;25;35FB9;;AMSAFE INC;
;4510-38UG00;BEVERAGE MAKER;;;;146;A321;;;;;;;;;;25;63367;;B/E AEROSPACE INC (LENEXA - BEVERAGE);
;62364-303;COVER-DECORATIVE;;;;146;A321;;;;;;;;;;25;70167;;AIR CRUISERS COMPANY <SPEC2000>;
;62371-303;COVER-DECORATIVE;;;;146;A321;;;;;;;;;;25;70167;;AIR CRUISERS COMPANY <SPEC2000>;
;AC40-0253610;NET-DIVIDER;;;;146;A321;;;;;;;;;;25;K2429;;AMSAFE BRIDPORT A DIVISION OF AMSAFE BRIDPORT;
;AC40-0217500;NET-DIVIDER,TYPE A1;;;;146;A321;;;;;;;;;;25;K2429;;AMSAFE BRIDPORT A DIVISION OF AMSAFE BRIDPORT;
;AC40-0209900;NET-DIVIDER,TYPE C(7);;;;146;A321;;;;;;;;;;25;K2429;;AMSAFE BRIDPORT A DIVISION OF AMSAFE BRIDPORT;
;AC40-0217000;NET-DOOR,TYPE A(7);;;;146;A321;;;;;;;;;;25;K2429;;AMSAFE BRIDPORT A DIVISION OF AMSAFE BRIDPORT;
;AC40-0217100;NET-DOOR,TYPE B(7);;;;146;A321;;;;;;;;;;25;K2429;;AMSAFE BRIDPORT A DIVISION OF AMSAFE BRIDPORT;
;AC40-0217200;NET-DOOR,TYPE C(7);;;;146;A321;;;;;;;;;;25;K2429;;AMSAFE BRIDPORT A DIVISION OF AMSAFE BRIDPORT;
;AC40-0219000;NET-TYPE A;;;;146;A321;;;;;;;;;;25;K2429;;AMSAFE BRIDPORT A DIVISION OF AMSAFE BRIDPORT;
;AC40-0219100;NET-TYPE B;;;;146;A321;;;;;;;;;;25;K2429;;AMSAFE BRIDPORT A DIVISION OF AMSAFE BRIDPORT;
;AC40-0219200;NET-TYPE D;;;;146;A321;;;;;;;;;;25;K2429;;AMSAFE BRIDPORT A DIVISION OF AMSAFE BRIDPORT;
;2E7025-1;POUCH;;;;146;A321;;;;;;;;;;25;31218;;GOODRICH AIRCRAFT INTERIOR PRODUCTS;
;4460T100-3;ROLLER ASSY;;;;146;A321;;;;;;;;;;25;C1572;;TELAIR INTL CGO SYS GMBH(PLC WID 210523);
;4460T100-5;ROLLER ASSY;;;;146;A321;;;;;;;;;;25;C1572;;TELAIR INTL CGO SYS GMBH(PLC WID 210523);
;HA70-0244001;STANCHION;;;;146;A321;;;;;;;;;;25;K2429;;AMSAFE BRIDPORT A DIVISION OF AMSAFE BRIDPORT;
;288B044;STRAP-CARRYING;;;;146;A321;;;;;;;;;;25;98905;;FEDERAL SIGNAL INTERNATIONAL;
;CGDU3000-00;DETECTOR-SMOKE;;;;146;A321;;;;;;;;;;26;F4885;;SIEMENS SAS;
;35563-2-255;ELEMENT-SENSING;;;;146;A321;;;;;;;;;;26;73168;;FENWAL SAFETY SYSTEMS <USE VC64423>;
;35568-2-255;ELEMENT-SENSING;;;;146;A321;;;;;;;;;;26;73168;;FENWAL SAFETY SYSTEMS <USE VC64423>;
;35616-2-255;ELEMENT-SENSING;;;;146;A321;;;;;;;;;;26;73168;;FENWAL SAFETY SYSTEMS <USE VC64423>;
;18603;INDICATOR-DISCHARGE;;;;146;A321;;;;;;;;;;26;05167;;PACIFIC SCIENTIFIC/HTL DIV. <SPEC2000>;
;52001853-1;OUTLET-DISCHARGE;;;;146;A321;;;;;;;;;;26;05167;;PACIFIC SCIENTIFIC/HTL DIV. <SPEC2000>;
;1070D0000-01;ACTUATOR-FLAP;;;;146;A321;;;;;;;;;;27;K0377;;GOODRICH CONTROL SYSTEMS (FORMER TRW);
;829D0000-01;ACTUATOR-ROTARY;;;;146;A321;;;;;;;;;;27;D9893;;LIEBHERR AERO TECHNIK;
;830D0000-01;ACTUATOR-ROTARY,SLAT;;;;146;A321;;;;;;;;;;27;D9893;;LIEBHERR AERO TECHNIK;
;6137-5;ACTUATOR-RUDDER TRIM;;;;146;A321;;;;;;;;;;27;F6151;;SAGEM - ATTN MME A. ROULET;
;801D1700-02;BEARING ASSY-STEADY;;;;146;A321;;;;;;;;;;27;K0377;;GOODRICH CONTROL SYSTEMS (FORMER TRW);
;786A2000-01;BRAKE-PRESSURE-OFF;;;;146;A321;;;;;;;;;;27;D9893;;LIEBHERR AERO TECHNIK;
;831C0000-02;BRAKE-WING TIP;;;;146;A321;;;;;;;;;;27;D9893;;LIEBHERR AERO TECHNIK;
;115370-1521;FCDC-FLIGHT CONTROL DATA CONCENTRATOR;;;;146;A321;;;;;;;;;;27;D4856;;LITEF/LITTON TECHNISCHE WERKE DER HELLIG;
;801B3100-01;JOINT ASSY-UNIVERSAL;;;;146;A321;;;;;;;;;;27;K0377;;GOODRICH CONTROL SYSTEMS (FORMER TRW);
;801B3300-01;JOINT ASSY-UNIVERSAL;;;;146;A321;;;;;;;;;;27;K0377;;GOODRICH CONTROL SYSTEMS (FORMER TRW);
;9028A0004-01;PPU-POSITION PICK-OFF UNIT;;;;146;A321;;;;;;;;;;27;D9893;;LIEBHERR AERO TECHNIK;
;B372CAM0100;SEC-SPOILER ELEVATOR COMPUTER;;;;146;A321;;;;;;;;;;27;F9111;;THALES AVIONICS;
;A88004-005;SERVOVALVE;;;;146;A321;;;;;;;;;;27;C0328;;MOOG GMBH;
;30042-0601;CONTROL UNIT-LEVEL,SENSING;;;;146;A321;;;;;;;;;;28;89305;;SIMMONDS PRECISION PRODUCTS, INC.;
;SK89-36271-04;DISC-BURST;;;;146;A321;;;;;;;;;;28;32874;;;
;10173-0202;PRESELECTOR;;;;146;A321;;;;;;;;;;28;89305;;SIMMONDS PRECISION PRODUCTS, INC.;
;20446-0101;PROBE-FQIS;;;;146;A321;;;;;;;;;;28;89305;;SIMMONDS PRECISION PRODUCTS, INC.;
;20447-0103;PROBE-FQIS;;;;146;A321;;;;;;;;;;28;89305;;SIMMONDS PRECISION PRODUCTS, INC.;
;20446-0104;PROBE-FQIS,NO 9 AND 10;;;;146;A321;;;;;;;;;;28;89305;;SIMMONDS PRECISION PRODUCTS, INC.;
;20217-0101;PROBE-FUEL,ACT;;;;146;A321;;;;;;;;;;28;89305;;SIMMONDS PRECISION PRODUCTS, INC.;
;HTE310028;VALVE ASSY-DRAIN,FUEL;;;;146;A321;;;;;;;;;;28;K2523;;FR-HITEMP LIMITED;
;HTE900033;VALVE-ACTUATED,FUEL;;;;146;A321;;;;;;;;;;28;U9084;;EATON AEROSPACE LTD;
;HTE920007-001;VALVE-AIR SHUTOFF;;;;146;A321;;;;;;;;;;28;U9084;;EATON AEROSPACE LTD;
;HTE920007;VALVE-AIR, ACTUATED;;;;146;A321;;;;;;;;;;28;U9084;;EATON AEROSPACE LTD;
;9815740;VALVE-INWARD RELIEF;;;;146;A321;;;;;;;;;;28;U9084;;EATON AEROSPACE LTD;
;HTE900118-001;VALVE-LOW PRESSURE,FUEL;;;;146;A321;;;;;;;;;;28;U9084;;EATON AEROSPACE LTD;
;RAV137-080A;VALVE-PRESSURE HOLDING;;;;146;A321;;;;;;;;;;28;U1585;;THE HYMATIC ENGINEERING CO. <SPEC2000>;
;PAS448-133A;VALVE-PRESSURE REDUCING;;;;146;A321;;;;;;;;;;28;U1585;;THE HYMATIC ENGINEERING CO. <SPEC2000>;
;L83A13-609;VALVE-WATER DRAIN;;;;146;A321;;;;;;;;;;28;F0422;;INTERTECHNIQUE <SPEC2000> (FRF);
;AE77633M;COUPLING-SEALING;;;;146;A321;;;;;;;;;;29;00624;;AEROQUIP CORP AEROS DIV <DIST VC210017>;
