Fld_Company_ID;Company_Old_Id;Fld_Company_Name;Fld_Company_Rating_ID;delete
4765;;Avionic Instruments;;FAUX
3639;;Avionica;;FAUX
4220;;Avionics & Aircraft Systems, Inc.;;FAUX
2164;2088983107;Avionics International AEG;;FAUX
4075;;Avionics Int'l Resources;;FAUX
1309;1433;Avionics Int'l Supply;;FAUX
3114;;Avionics Mobile;;FAUX
1005;1341878605;Avionics Northwest;;FAUX
1643;1019733468;Avionics of Southern California;;FAUX
3943;;Avionics sales  Corp;;FAUX
1925;462924833;Avionics Specialist, INC;;FAUX
2426;;AVIONICS SUPPORT (MF);;FAUX
1928;490405879;AVIONICS TECHNOLOGIES;;FAUX
3042;;Avionik Straubing;;FAUX
3456;;Avion-Systems;;FAUX
4722;;Avioparts S.L. (Madrid);;FAUX
4364;;Avior;;FAUX
567;-1579061886;AVIORIPRESE;;FAUX
433;1043;AVIOSARDA srl;;FAUX
4346;;AVIOSERV San Diego, Inc.;;FAUX
1124;-469225113;AVIOSOURCE;;FAUX
4154;;AVIOSUPPORT PTE. LTD.;;FAUX
2663;;AvioTech IOM Ltd.;;FAUX
80;2136405145;Aviotek Inst. & Access. Inc;;FAUX
3950;;Aviotrade -Romania;;FAUX
986;1139806907;Aviotrade, Inc.;;FAUX
622;1634;AVIPART;;FAUX
1934;522292855;AVIQUIPO HOLLAND B.V.;;FAUX
1177;1016525113;AVIREX;;FAUX
1511;306;AVISTO / ASB;;FAUX
2504;;AVITECH Engineering;;FAUX
2820;;AVITEK Aerospace Indu.;;FAUX
3986;;Avitex;;FAUX
4966;;AVITRADE;;FAUX
4965;;AVITRADE;;FAUX
5157;;Avitrans Nordic AB;;FAUX
4981;;AVLITE Aviation;;FAUX
2057;;Avlog Aeronautica;;FAUX
4769;;AVMAT;;FAUX
859;-1745884987;AVMATS;;FAUX
1187;1072;AVMAX GROUP;;FAUX
4897;;AVMAX Montana, Inc.;;FAUX
1541;989476136;AVNET Aviation;;FAUX
676;182157735;Avocet Aviation ltd UK;;FAUX
732;1094;AVOCET Canada;;FAUX
2023;;AVOLON;;FAUX
5067;;Avon Aero Supply Inc.;;FAUX
4371;;Avotec;;FAUX
2013;;AV-OX;;FAUX
3476;;AVPRO SPAIN;;FAUX
1074;996569408;AVPRO-USA;;FAUX
4163;;AV-REPS;;FAUX
3828;;Avsales Corp;;FAUX
2218;;AVSETS.COM;;FAUX
3897;;Avsource International, Inc.;;FAUX
3545;;Avspar Int'l. Corp;;FAUX
1407;1505;AVT- ADVANCED VISION TEC;;FAUX
1265;1099;AVTEC;;FAUX
1549;611575014;AVTEC USA;;FAUX
293;2136404997;Avtech Corporation;;FAUX
873;-1806609768;AVTECH FL;;FAUX
5100;;AVTEK Group;;FAUX
21;2095458786;AVTEL Services;;FAUX
3648;;Av-Tools.com Inc.;;FAUX
4524;;Avtrade Leasing Pte Ltd;;FAUX
1319;1445;AVTRADE LTD (UK);;FAUX
570;-1533251340;AVTRADE -MIA;;FAUX
4139;;AvWind Int’l;;FAUX
2520;;AWAS;;FAUX
4526;;AXIS AIRWAYS;;FAUX
600;-1910096177;AZ Aviation;;FAUX
945;-973643573;AZAL - AZERBAIJAN AIRLINES;;FAUX
954;-930551178;AZOR Aviacion;;FAUX
4316;;Azur Aviation;;FAUX
3108;;AZZURRA AIR;;FAUX
2540;;B Airlines;;FAUX
3507;;B BASE SPARES;;FAUX
219;1523;B&B Marketing;;FAUX
2471;;B&D INSTRUMENT & Avionics (MF);;FAUX
4404;;B&E sales & services, Inc.;;FAUX
2287;;B&G INSTRUMENT;;FAUX
175;1240;B&G INSTRUMENTS;;FAUX
198;1263;B&H Airlines  FKA Air Bosna;;FAUX
671;150492028;B&H Worldwide C/O Bel-Air Express;;FAUX
5161;;B&K Aviation Intl;;FAUX
4510;;B&S Aircraft Parts & Accy;;FAUX
4405;;B&V Aircraft Parts and Supply, Inc.;;FAUX
4320;;B.A.C.H. Flugbetriebs;;FAUX
334;2136404981;B/E Aerospace;;FAUX
1344;108;BA Connect ex Citiexpress - British Airways;;FAUX
2919;;Baboo;;FAUX
4280;;BAC Aviation (see ACL Av);;FAUX
2460;;BAC LEASING AND SALES;;FAUX
3700;;BACH Flugbetriebs;;FAUX
962;-839832095;BAE Systems;;FAUX
474;2136405006;BAE SYSTEMS US;;FAUX
2070;;Bahamasair;;FAUX
3252;;BAHRAIN AIR;;FAUX
4149;;BAI, Inc;;FAUX
3418;;Bald Eagle Turbine Sales;;FAUX
1484;1388;BALKAN BULGARIAN AIRLINES;;FAUX
4363;;Baltic AERO Group;;FAUX
1412;2136405042;Bangkok Airways - Do not Use;;FAUX
1352;116;BANGKOK AIRWAYS CO.;;FAUX
343;2136404990;BANGKOK AIRWAYS CO., LTD *2;;FAUX
4174;;Bankstown Helicopters;;FAUX
1881;992263545;BANNER AERO A/C SERVICES;;FAUX
340;2136404987;BANSBACH EASYLIFT;;FAUX
4069;;Banyan Air Service;;FAUX
301;2136404916;Barber Colman - Invensys;;FAUX
1697;1488;Barfield Inc - Georgia;;FAUX
1267;1101;BARFIELD Inc - Mia;;FAUX
2905;2088983120;Baron Group LLC;;FAUX
229;1544;BARON Int'l Aviation;;FAUX
4113;;Barrett Turbine;;FAUX
517;1122;BARRY CONTROL;;FAUX
124;2136405097;Barry Controls Aerospace;;FAUX
1096;-710137227;BARTEK aviation;;FAUX
2002;;BARTIN AERO RECYCLING;;FAUX
1483;1387;BASTIDE ELECTRONIQUE;;FAUX
58;2136405123;Batavia Air;;FAUX
5092;;Bauchi State Government;;FAUX
3211;;BAUER Aviation (AviationSpares);;FAUX
540;1112;BAX - Bel-Air Express;;FAUX
1855;1156;BAX GLOBAL (Frwdr);;FAUX
4122;;BAX/Avissar;;FAUX
4120;;BAX/Noah;;FAUX
4121;;BAX/Yohan;;FAUX
1818;1468698651;Bay View Electronics;;FAUX
3065;;BAYVIEW Aviation;;FAUX
456;1478;Bazzi Air;;FAUX
4036;;BBAIR;;FAUX
2259;;BE Aerospace SEAT Prod (MF);;FAUX
2941;;BE AEROSPACE SEATING PRODUCTS;;FAUX
2163;2088983106;BE Aerospace WEMAC (MF);;FAUX
4369;;Beagle Aerospace;;FAUX
763;413;BEARSKIN AIRLINES;;FAUX
817;1025353581;BECK Aviation;;FAUX
180;1245;BECKER Electronique;;FAUX
4428;;becker-aviation;;FAUX
2225;;Belair Airlines AG;;FAUX
2194;;BELAVIA;;FAUX
1300;1469;Bel-Bac Int'l;;FAUX
965;-815592060;Bell Aerosupply;;FAUX
3062;;Bell Aviation Supply;;FAUX
2350;175181753;Belle Air;;FAUX
3536;;Benair Freight International Limited;;FAUX
2840;;BENDIX KING (MF);;FAUX
645;1310;BENNETT AVIATION;;FAUX
3163;;berg aviation supply;;FAUX
181;1246;BERGER;;FAUX
3378;;Berjaya Air SDN BHD;;FAUX
2411;;BERKLEY INTL;;FAUX
2848;;Berry Aviation;;FAUX
3262;;Best Aviation Sales;;FAUX
560;-1667912355;Best Price in Parts;;FAUX
3861;;BESTAIR;;FAUX
3231;;BETA INDUSTRIES INC;;FAUX
1527;1201;BETTER AVIATION PRODUCTS;;FAUX
2691;;BEXAIR (Bahrain);;FAUX
2503;;BF Goodrich (Ice Protection) (MF);;FAUX
2502;;BF Goodrich (Wheels& Brakes);;FAUX
727;1089;BF GOODRICH AEROSPACE;;FAUX
1795;1295;BF GOODRICH FCE;;FAUX
2120;;BFS Business Flight Salzburg;;FAUX
3178;;BH AIR (Balkan Holidays);;FAUX
2632;;BI AERO;;FAUX
754;391;BIG SKY AIRLINES;;FAUX
432;1042;BIGATA;;FAUX
4823;;Bilyara Aviation Services;;FAUX
4855;;Biman Bangladesh Airlines;;FAUX
4741;;Bimini Island Air, Inc;;FAUX
286;27;BINTER TECHNIC;;FAUX
4619;;Birdman Air Enterprises Inc;;FAUX
3365;;"BIURO PODROZY use ""Air GLOBUS""";;FAUX
4959;;Bivas Aviation;;FAUX
3651;;Bizjet International;;FAUX
1736;2136405083;Black Lion Aviation;;FAUX
4393;;Black Tusk Helicopter;;FAUX
3256;;Blaze Aviation;;FAUX
5148;;Blue Aerospace;;FAUX
3379;;Blue Air;;FAUX
2250;;Blue Airways;;FAUX
4402;;Blue Bird Aviation;;FAUX
1935;533902386;BLUE DART AVIATION;;FAUX
4776;;Blue Islands;;FAUX
142;2136405115;BLUE LINE (France);;FAUX
5030;;Blue Line Aerospace;;FAUX
2664;;Blue Line Aviation Corp;;FAUX
2839;;Blue Moon Aviation;;FAUX
3380;;Blue Panorama Airlines;;FAUX
2864;;Blue Ridge Aero Services;;FAUX
4237;;Blue Sky Alliance (BSA);;FAUX
4175;;Blue Sky Helicopters;;FAUX
900;-1293305490;BLUE SKY Industries;;FAUX
4781;;Blue Wing Airlines;;FAUX
2119;;BLUE WINGS;;FAUX
2028;;Blue1 (Finland);;FAUX
4636;;Blu-express;;FAUX
4247;;BM Air Parts;;FAUX
2148;;BMI REGIONAL;;FAUX
4082;;BMP Pecas e Servicos para Ferrovias;;FAUX
1595;2136405120;BN Group LTD;;FAUX
3602;;BNP-PARIBAS;;FAUX
2014;;BOC AVIATION;;FAUX
1390;1085203349;BOEING;;FAUX
3708;;BOLD Aerospace LLC;;FAUX
581;-2077996218;BOMBARDIER Aerospace;;FAUX
2665;;BOMBARDIER Regional air Center;;FAUX
2513;;BOMBARDIER SERVICES CORP;;FAUX
12;2019386221;BONETTI Aircraft Support;;FAUX
1264;1098;BONNOT S.A;;FAUX
1021;640;Bon-Voyage;;FAUX
2302;;BOOKAJET;;FAUX
1648;1120;Boone Air Parts;;FAUX
507;1421;BOONE EXTEND;;FAUX
4849;;BoraJet Aviation;;FAUX
3665;;Boston-Maine Airways;;FAUX
284;24;BOURAQ AIRLINES;;FAUX
4407;;BP Aerospace;;FAUX
1669;1398;BPI Aerospace Corp;;FAUX
2049;;BQB Líneas Aéreas;;FAUX
2112;;BRAATHENS - SAS;;FAUX
1460;1362;Bramlands (Aviation) Ltd;;FAUX
812;1022659291;BRASEXPRESS;;FAUX
3858;;Brasil International Group;;FAUX
3313;;Brasmex - Brasil Minas Express;;FAUX
4831;;BRAVO Aviation;;FAUX
4110;;Brazilian Aeronautical Comm- Galeao PAMAGL;;FAUX
4894;;BRIDGEMARK AEROSPACE;;FAUX
4176;;Bright Helicopters Pty. Ltd;;FAUX
1296;1464;Bright Light USA;;FAUX
2594;;Brimpex;;FAUX
2103;;Brindabella Airlines;;FAUX
4461;;Bristow Group Inc;;FAUX
1813;776;BRISTOW HELICOPTERS Nigeria;;FAUX
1436;1018276441;BRISTOW Instruments (1977) Ltd;;FAUX
975;148;BRITAIR;;FAUX
1647;1119;BRITANIC AVIATION LTD;;FAUX
2479;;BRITANNIA AIRWAYS;;FAUX
479;2136405011;Britannic Aviation US Office;;FAUX
1254;1027;Britax;;FAUX
1626;1594;BRITE AIR Deephaven;;FAUX
742;1416;BRITE AIR FL;;FAUX
4244;;Brite Air Parts Inc;;FAUX
159;847;BRITISH AIRWAYS Tradeline;;FAUX
2619;;British European ** use FLYBE;;FAUX
3616;;British International;;FAUX
2478;;BRITISH MEDITERRANEAN;;FAUX
112;277;BRITISH MIDLAND - BMI;;FAUX
1242;912;BRITISH WORLD AIRLINES, Ltd .;;FAUX
4009;;BRITTANY EXPRESS;;FAUX
4100;;BRJ Sp. z o.o.;;FAUX
2652;;BROADWING AVIATION;;FAUX
2467;;brock air;;FAUX
730;1092;BROMMA AIR MAINTENANCE AB;;FAUX
1071;995273786;Bronzavia S.A;;FAUX
4177;;Broome Helicopter Services Pty Ltd;;FAUX
4506;;Brothers Aviation Maint. Svc.;;FAUX
3157;;BROWARD Aviation Svc;;FAUX
2708;;Brown helicopter;;FAUX
2445;;BRUCE IND.;;FAUX
3549;;Bruggemann;;FAUX
3401;;Brussels Airlines;;FAUX
113;278;BRYMON AIRWAYS;;FAUX
4224;;BSA international;;FAUX
4904;;Bucher Group;;FAUX
3381;;Buddha Air (P) Ltd;;FAUX
1567;2136404897;Bulanda Air Services;;FAUX
3437;;BULGARIA AIR;;FAUX
4107;;Bulgarian Air Charter;;FAUX
2234;;Burhan Agencies;;FAUX
1144;-273819474;Burwood Aviation Supply;;FAUX
3827;;BUSINESS AEROTECH EA;;FAUX
4850;;Business Air Parts,;;FAUX
3229;;BUSINESS JET SERVICES;;FAUX
1095;-732252756;BWIA INTL Airways;;FAUX
3018;;C&D Interiors;;FAUX
4296;;C&G Engines Corp;;FAUX
497;2136405033;C&L Aerospace;;FAUX
1904;1609;C.A.A.D;;FAUX
1847;1050;C.A.S.;;FAUX
1791;1291;C.I. Guadaira S.A.;;FAUX
3363;;C.M.I.;;FAUX
23;2116129517;C.O.R.E Aviation Services;;FAUX
983;914688312;C.S.A.E;;FAUX
3852;;CAAMS;;FAUX
3025;;Cactus Air Parts;;FAUX
4225;;Cade Technologies;;FAUX
4847;;CAE - Toronto Aviation Centre;;FAUX
4164;;CAE AVIATION;;FAUX
3302;;CAE Aviation sarl;;FAUX
2321;;CAE Brussels;;FAUX
354;2136404947;CAE Center Maastricht;;FAUX
2227;;CAE Denver;;FAUX
2237;;CAE Dubai;;FAUX
3419;;CAE Electronics;;FAUX
2272;;CAE Inc. (CANADA);;FAUX
2618;;CAE Madrid;;FAUX
2317;;CAE Vancouver;;FAUX
3292;;CAG Industries;;FAUX
4884;;Cairo Aviation;;FAUX
3780;;Calduc relais;;FAUX
1893;1560;CALEDONIAN AIRBORNE ENG.;;FAUX
201;1266;Caledonian Airways;;FAUX
3156;;CALEXPRESS / GEODIS (Frwrdr);;FAUX
3227;;CALIBER AVIATION;;FAUX
910;-1196760263;CALIBER Sales Engineering;;FAUX
627;1640;CALIFORNIA AirSales Inc;;FAUX
684;272465536;California Microwave;;FAUX
4386;;California Propeller;;FAUX
2803;;California Radomes;;FAUX
5049;;Calispan (PTY) LTD;;FAUX
2310;;Calm Air;;FAUX
2241;;CAM - Compagnie Aerienne du Mali;;FAUX
477;2136405009;CAM INTL Trade;;FAUX
538;1034231460;CAMAR;;FAUX
4584;;Camar Aircraft Parts Co.;;FAUX
3339;;Cameroon Airlines;;FAUX
5167;;CAMMIC PROCUREMENT;;FAUX
3750;;Camtronics;;FAUX
525;1029154272;Canada Aviation Supply Intl;;FAUX
1437;1018454202;Canadian Aero Accessories;;FAUX
2977;;Canadian Aircraft Components Corp.;;FAUX
4334;;Canadian Aircraft Parts;;FAUX
4463;;Canadian Airparts corp;;FAUX
4353;;Canadian Airspares;;FAUX
2130;;CANADIAN METRO AIRLINES;;FAUX
4016;;Canadian North;;FAUX
4774;;CANARYFLY, S.L. REGIONAL AIRLINE;;FAUX
814;1024036858;Canfield Electronics;;FAUX
2138;;CanJet Airlines;;FAUX
1825;1536679829;CAPCO;;FAUX
3120;2136405307;CAPE AIR;;FAUX
4178;;Cape York Helicopters;;FAUX
944;-979722732;Capital A/C Parts LLC;;FAUX
554;-1709634133;Capital Aviation Instr. & Avionics Co;;FAUX
2213;;Capital Cargo;;FAUX
4195;;Capital Electronics;;FAUX
4340;;Capiteneria Di Porto;;FAUX
4773;;CAPS, LLC;;FAUX
3466;;CAPTIVE AIR;;FAUX
183;1248;CARAIBES AIR TRANSPORT;;FAUX
3049;;CARAVAN INTL;;FAUX
698;1006;Carbone Lorraine (Do not use - See Mersen);;FAUX
3113;;CARDINAL Aerospace;;FAUX
1136;-346494673;Cardwell Condenser Corp;;FAUX
3923;;CARGO 360;;FAUX
1554;671132337;Cargo Jet Airways;;FAUX
3917;;CARGOITALIA;;FAUX
2576;;Cargojet Canada;;FAUX
66;2136405131;cargolux;;FAUX
2856;;Caribair Airlines;;FAUX
4498;;caribbean heli-jets, inc.;;FAUX
1499;135;Caribbean Star Airlines;;FAUX
2314;;CARIBBEAN SUN Airlines;;FAUX
4543;;Caribbean-Airlines;;FAUX
4507;;Carlton Aerospace;;FAUX
3382;;Carpatair S.A.;;FAUX
4079;;Carpenter Avionics;;FAUX
4649;;Carre Aviation;;FAUX
2666;;CASA (MF);;FAUX
2431;;CASC - China AV SUPP IMP & EXP;;FAUX
826;1027519419;CASCADE AEROSPACE;;FAUX
4432;;Cascade Spares;;FAUX
1628;1596;CASCO Ltd;;FAUX
1673;1403;CASGC;;FAUX
2437;;Casino Express;;FAUX
3416;;CASP Aerospace;;FAUX
4475;;CASPCO;;FAUX
4311;;CATANA;;FAUX
4837;;Caterine Aircraft Parts;;FAUX
1540;988786686;Cathay Pacific;;FAUX
2683;;Catovair;;FAUX
1326;401130510;CAV-AIR;;FAUX
4938;;CAVOK AERO DISTRIBUTION;;FAUX
5087;;CAVU Aerospace;;FAUX
3886;;Cayman Airways;;FAUX
2816;;CBK AVIATION, INC.;;FAUX
1506;260;CCM Airlines;;FAUX
1994;;CDC Center International;;FAUX
3799;;CE Aviation s.r.o.;;FAUX
3038;;Cebu Pacific;;FAUX
2226;;Ceiba Intercontinental;;FAUX
3973;;Celerak, Inc;;FAUX
665;1233;Celsius Aviocomp;;FAUX
160;1128;Celtic Aerospace;;FAUX
1756;1172;celtic jet;;FAUX
1190;1075;CENHERMA S.L.;;FAUX
247;-187953231;Central America A/C Dist;;FAUX
3047;;Central Aviation;;FAUX
1709;1034956784;Central Global Cargo;;FAUX
4179;;Central Helicopters;;FAUX
4358;;Central Mountain Air;;FAUX
1678;1472;CENTRE DES IMPOTS - TVA;;FAUX
2221;;Century Avionics;;FAUX
1379;1040652951;CFM INTL;;FAUX
4539;;CG Electronics;;FAUX
3251;;Chabok Fzco;;FAUX
1782;1282;Chalair;;FAUX
3694;;Challengair SA Europe;;FAUX
3098;;Challenger Spares and Support;;FAUX
3504;;CHAMPAGNE AIRLINES;;FAUX
2286;;CHAMPION Aerospace;;FAUX
364;2136404958;Champion Air;;FAUX
881;-1456570529;Chance Aviation Services Inc.;;FAUX
3383;;Chanchangi Airlines;;FAUX
3654;;Changsha Airport Ga service Co.;;FAUX
3515;;Changsha GA Service Co;;FAUX
114;281;CHANNEL EXPRESS;;FAUX
2826;;Channel For;;FAUX
3570;;CHANNELFOR PROCURE MANAG;;FAUX
3572;;CHARIOT AEROSPACE MATERIALS;;FAUX
4885;;Charles Taylor Aviation;;FAUX
4687;;Chartright Air Group;;FAUX
2143;;Chartright Air Inc.;;FAUX
4729;;Chase Aerospace, Inc.;;FAUX
785;449;CHAUTAUQUA AIRLINES;;FAUX
2178;;CHC HELICOPTER;;FAUX
3280;;Check C Airparts International;;FAUX
1967;2088983116;Chelton Antennas;;FAUX
1947;2088983134;Chelton Radomes;;FAUX
5146;;Chem-tronics Inc;;FAUX
1635;1603;CHEQUE RESTAURANT;;FAUX
1969;2088983118;Chevron;;FAUX
923;-1124944508;Chicago Aircraft;;FAUX
1608;1775639520;Chicago Miniature Lamps;;FAUX
2430;;Chief Air;;FAUX
4453;;Chim-Nir Aviation;;FAUX
3889;;China Aero Supply;;FAUX
3126;;CHINA AIRLINES;;FAUX
403;873;CHINA ASIA AIRLINES;;FAUX
4612;;China Aviation Supplies;;FAUX
4611;;China Aviation Supplies Imp. & Exp. Corp;;FAUX
1045;160;CHINA EASTERN AIRLINES;;FAUX
1046;161;CHINA FLYING DRAGON AVlATION;;FAUX
475;2136405007;CHINA NORTHERN AIRLINES;;FAUX
402;872;CHINA NORTWEST AIRLINES;;FAUX
2268;;China Ocean Aviation Group;;FAUX
282;20;China Postal Airlines;;FAUX
1047;163;CHINA SOUTHERN AIRLINES;;FAUX
230;1545;China Southern Airlines (Xinjiang A/L);;FAUX
2121;;China Southwest;;FAUX
1992;;China United Airlines;;FAUX
2038;;China Yunnan Airlines;;FAUX
504;2136405039;CHONGQING AIRLINES;;FAUX
3079;;Christensen Consulting and Trading;;FAUX
2179;;CHROMALLOY;;FAUX
2710;;CHROMIZING ARIZONA (MF);;FAUX
366;2136404960;Chronoexpress;;FAUX
2442;;CHRONOPOST;;FAUX
963;-831535699;CIC Aerospace;;FAUX
3649;;CIL Aircraft Parts;;FAUX
1203;50;Cimber Air Maintenance Center;;FAUX
5174;;Cimber Sterling A/S;;FAUX
2875;1308827656;Circle Seal Controls (MF);;FAUX
3634;;Cirrus Aerospace;;FAUX
480;2136405012;CIRRUS Airlines;;FAUX
5065;;Cirrus Aviation;;FAUX
5084;;Cirrus Maintenance GmbH;;FAUX
2277;2136405213;CIRRUS TECHNIK GMBH;;FAUX
3559;;CIT Aerospace;;FAUX
3102;;CITRAD Airline;;FAUX
116;283;CITY AIR;;FAUX
1306;1430;CITY AIRLINE;;FAUX
2203;;City Link - CTK Group;;FAUX
1067;240;CITYJET;;FAUX
1216;463;CITY-JET Luftfahrt;;FAUX
3832;;CL Aviation;;FAUX
3795;;Claranet France;;FAUX
3059;;CLAROSTAT SENSORS AND CONTROLS;;FAUX
2348;-585242641;CLASQUIN France (Frwrd);;FAUX
3519;;Classic Air Parts PTE;;FAUX
3872;;Clero Aviation;;FAUX
2129;;CLICK MEXICANA;;FAUX
1130;-396485800;CLOSE air Support;;FAUX
335;2136404982;Club Air;;FAUX
4008;;C-MROS;;FAUX
916;-1170955544;CMS Airceaft Support Group;;FAUX
5078;;CNS Investment Group,;;FAUX
745;357;COAST AIR;;FAUX
4675;;Coast Material Sales;;FAUX
3786;;Cobham Advanced Composites;;FAUX
2726;;Cobham Aviation Services Australia;;FAUX
2516;;Cobra International;;FAUX
4193;;Cobrex Trans;;FAUX
1277;1419;COCAAM;;FAUX
1560;736749985;COEFI;;FAUX
4026;;COFACE;;FAUX
2184;;Colgan Air;;FAUX
1270;1104;COLLINS - ROCKWELL FR;;FAUX
2827;;COLLINS - USA;;FAUX
3953;;Colossus Air;;FAUX
4685;;COLT AVIATION;;FAUX
3753;;COLT Telecom;;FAUX
2033;;Columbia Air Services;;FAUX
1804;754;COMAIR (South Africa);;FAUX
976;151;COMAIR AIRLINES;;FAUX
851;1139;COMEPA;;FAUX
3790;;COMET AIR;;FAUX
2923;;COMJET Worldwide;;FAUX
3724;;Comlux Aviation AG;;FAUX
3301;;commeca;;FAUX
3652;;Commerce Park Properties;;FAUX
1077;997252902;Commercial A/C Support Sys.;;FAUX
1761;1177;Commercial Aerospace;;FAUX
3073;;Commercial Aviation INTL;;FAUX
4180;;Commercial Helicopters;;FAUX
786;450;COMMUTAIR;;FAUX
1577;1193;COMMUTER Air Parts Support;;FAUX
4947;;COMMUTER SPARES INTL;;FAUX
658;1226;COMMUTER SUPPORT SERVICES INC,;;FAUX
1505;259;COMPAGNIE AERONAUTIQUE EUROPEENNE;;FAUX
1974;100580224;Compagnie Deutsch Svc (MF);;FAUX
1602;1703396258;Complete Avionics;;FAUX
738;1151;Composite Industrie;;FAUX
2200;;COMPOSITE INDUSTRIE (MF);;FAUX
874;-1804269721;Composite structures inc;;FAUX
1769;1203;Composites Aquitaine;;FAUX
1422;2136405048;COMSERVE;;FAUX
2359;;Comsys Tech Co;;FAUX
2501;;COMTEK (MF);;FAUX
909;-1213745168;COMTEK Advanced Structure;;FAUX
3310;;CONCORD Int'l Inc;;FAUX
4544;;Concors Riga;;FAUX
929;-1097400399;Condor;;FAUX
1842;1665157182;CONDOR Aircraft Accessories Inc.;;FAUX
1107;-616988371;CONDOR INTL Marketing;;FAUX
3255;;Condor Technical Service;;FAUX
170;1138;CONNECTOR ELECT. DEUTSCH;;FAUX
2193;;CONNECTRAL (MF);;FAUX
755;395;CONQUEST AIRLINES Corp;;FAUX
1984;;CONSOLIDATED A/C (MF);;FAUX
442;1320;Consolidated Aircraft Supply;;FAUX
2180;;CONSOLIDATED HELIFLIGHT (MF);;FAUX
2043;;CONSOLIDATED INSRUMENT & AVIONICS CO (MF);;FAUX
1788;1288;Consolidated instru & Avionics;;FAUX
5186;;CONSTANT AVIATION ROTABLE;;FAUX
3577;;Consulta S.r.l.;;FAUX
1287;1455;Consultair France;;FAUX
1060;208;Contact Air Flugdienst;;FAUX
3762;;Continental Air Parts;;FAUX
2204;;Continental AIRCRAFT SUPPORT;;FAUX
129;2136405102;CONTINENTAL AIRLINES;;FAUX
1431;119;CONTINENTAL EXPRESS;;FAUX
4587;;Contrails Capital;;FAUX
166;1134;CONTROL PRODUCTS (satair distr.);;FAUX
2027;;CONVIASA;;FAUX
3488;;COOPESA;;FAUX
2072;;Copa Airlines;;FAUX
3815;;Copenhagen Avionics & Maint;;FAUX
4950;;Copenhagen Component Servces A/S;;FAUX
3467;;Core Store Aviation;;FAUX
2238;;CORENDON Airlines;;FAUX
2461;;CORMACK A/C SERVICES (MF);;FAUX
2935;;Cornerstone Intl Aviation;;FAUX
4328;;corp jet support.com;;FAUX
4127;;Corpair Supply Company, Inc.;;FAUX
756;396;CORPORATE AIR;;FAUX
2298;;CORPORATE AIR PARTS;;FAUX
2566;;CORPORATE Aircraft Parts Sales;;FAUX
3939;;Corporate Aviation Service;;FAUX
4159;;Corporate Avionics;;FAUX
4704;;Corporate Jet Management;;FAUX
1395;2136404892;Corporate Rotable & Supply;;FAUX
1250;1022;Corporate Serv. Supp. & Mfg., Inc.;;FAUX
2053;;CORPORATE SERVICE SUPPLY & MANUFACTURING (MF);;FAUX
2958;;Corsair International;;FAUX
4416;;CORSAVIA ASSISTANCE;;FAUX
3520;;CORSE COMPOSITE AERONAUTIQUE;;FAUX
4302;;COSCO-Consolidated Oilfield Services;;FAUX
1828;1569760377;Cosgrove Aircraft inc;;FAUX
2575;;Cosmic Air;;FAUX
97;1333;COSMOS;;FAUX
2953;;Cosmos Aero Sys;;FAUX
686;282443457;COTECH Trading GB;;FAUX
3208;;Coventry Airmotive Ltd;;FAUX
427;1037;COX & CO.;;FAUX
4869;;CR Avionics;;FAUX
1358;1037036706;Crane - HYDRO-AIRE;;FAUX
1579;1195;CRANE (ELDEC CORP,);;FAUX
2206;;CRANE/HYDRO-AIR-do not use;;FAUX
4842;;CRC Aircraft;;FAUX
3730;;Creative Aviation;;FAUX
3643;;CREDIT AGRICOLE;;FAUX
3427;;Crestwood Technology Group;;FAUX
2876;1599328617;Crissair Inc. (MF);;FAUX
4165;;CRITICAL MASS AVIONICS;;FAUX
3797;;CRMA;;FAUX
845;806;CROATIA AIRLINES;;FAUX
3840;;cross check aviation;;FAUX
977;152;CROSSAIR;;FAUX
2365;;CROSSFLIGHT;;FAUX
2197;;CROUZET (MF);;FAUX
649;1217;CROUZET Automatisme;;FAUX
2792;;CRS Jet-Spares;;FAUX
1376;1040300205;CRUSE Aviation Parts;;FAUX
2801;;Crystal Gold Group Pte;;FAUX
3306;;CSS Acquisitions;;FAUX
134;2136405107;CSS Aerospace;;FAUX
4021;;CT Aerospace;;FAUX
4504;;CTL Aerospace;;FAUX
4999;;Cuana Components;;FAUX
405;884;CUBANA;;FAUX
3974;;CUNY AVIATION;;FAUX
1455;1357;Curtiss Wright Acce-GA Telesis CRG;;FAUX
5009;;Curtiss Wright Controls;;FAUX
3691;;Custom Aeronautical support;;FAUX
324;2136404971;Custom Control Sensors;;FAUX
2877;488646006;CUSTOM CONTROL SENSORS (MF);;FAUX
4865;;Cutler Aviation, Co;;FAUX
4223;;cv mandiri engineering;;FAUX
1165;1011946055;CW Aerotech;;FAUX
4131;;CW Singapore Pte Ltd;;FAUX
4716;;CY Aviation;;FAUX
3706;;CYCLONE AVIATION PRODUCT;;FAUX
2071;;Cyprus Airways;;FAUX
3385;;Cyprus Turkish Airlines;;FAUX
1496;131;Czech Airlines Technics a.s.;;FAUX
4279;;CzechAirlines - Dont Use;;FAUX
3957;;D & P Aircraft Maint. Group;;FAUX
2764;;D&D Enterprises;;FAUX
687;290873508;D&S Locators;;FAUX
1867;1553;D+C Airparts Battery;;FAUX
4413;;D3 Aviation;;FAUX
2134;;Dabury Aviation;;FAUX
1340;103;DAC AIR;;FAUX
