Fld_Part_ID;Fld_Part_Nbr;FLD_PART_DESC;NHA (Next Higher Assy);Fld_Part_MFG;Fld_Part_MFG_Old;Fld_AC_ID;Fld_AC_ID;Fld_Old_LP;Fld_Part_List_Price;Fld_Part_Price_Currency_ID;Fld_Part_LP_Date;Fld_Remark;status;alt_pn;Fld_Add_PN_Date;aci_contact_entry;ata_chapter;CAGE#;"Essentiality Category, 1=1; 2= 2 3= 3";OEM;MOQ
;1071B0000-02;ACTUATOR - FLAP ROTARY LH #1;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801A0200-01;ASSEMBLY-TORQUE SHAFT FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1900-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801A0300-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;789A0000-02;GEARBOX-LINE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801A0800-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;1072A0000-02;ACTUATOR - FLAP ROTARY #2;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801A1500-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1900-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B0400-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1700-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B1400-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;790A0000-02;GEARBOX-BEVEL FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B0700-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1700-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B0500-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;1073A0000-02;ACTUATOR - FLAP ROTARY #3;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B0600-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1700-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B4700-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1700-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B1200-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B1600-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1700-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B4800-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C17000-02;;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B1300-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;1074A0000-02;ACTUATOR - FLAP ROTARY #4;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B4600-02;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;788A0000-02;RIGHT ANGLE GEARBOX FOR A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B4400-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;1070B0000-02;ACTUATOR - FLAP ROTARY RH#1;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801A0200-01;ASSEMBLY-TORQUE SHAFT FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1900-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801A0300-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;789A0000-02;GEARBOX-LINE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801A0800-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;1072A0000-02;ACTUATOR - FLAP ROTARY #2;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801A1500-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1900-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B0400-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1700-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B1400-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;790A0000-02;GEARBOX-BEVEL FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B0700-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1700-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B0500-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;1073A0000-02;ACTUATOR - FLAP ROTARY #3;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B0600-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1700-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B4700-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1700-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B1200-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B1600-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1700-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B4800-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801C1700-02;BEARING ASSY-STEADY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;801B1300-01;SHAFT ASSY-TQ;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;1074A0000-04;FLAP ACTUATOR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;321200M02;TRANSDUCER UNIT-SPEED BRAKE CONTROL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;47145-147;ACTUATOR, THS;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;27;;;;
;HTE190001-1;TWIN MOTOR ACTUATOR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE900135;VALVE-CROSSFEED,FUEL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;1158000-21;VALVE-REFUEL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE200002-1;SINGLE VALVE ACTUATOR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE900133;VALVE-FUEL,DEFUEL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE200002-1;SINGLE VALVE ACTUATOR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;9811820;NON RETURN VALVE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;9811820;NON RETURN VALVE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE200002-1;SINGLE VALVE ACTUATOR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE900118-001;VALVE-LOW PRESSURE,FUEL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE900118-001;VALVE-LOW PRESSURE,FUEL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE490012;VALVE-NONRETURN;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20700-300;VALVE-APU FUEL FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE490012;VALVE-NONRETURN;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE490012;VALVE-NONRETURN;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE490012;VALVE-NONRETURN;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE900189;VALVE-CONTROL,FUEL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE900189;VALVE-CONTROL,FUEL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;568-1-27244-002;CANISTER-FUEL PUMP FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;9508175;VALVE-FLOAT VENT FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;9508175;VALVE-FLOAT VENT FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;9843181F;VALVE - NON RETURN FOR A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;9843181F;VALVE - NON RETURN FOR A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;9843181F;VALVE - NON RETURN FOR A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;9843181F;VALVE - NON RETURN FOR A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;568-1-27202-05R;PUMP-FUEL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20147-0101;PROBE-FQIS, #1;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20147-0101;PROBE-FQIS, #1;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;9811839;VALVE-CHECK FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;9811839;VALVE-CHECK FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;9811839;VALVE-CHECK FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;9811839;VALVE-CHECK FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;568-1-27202-05R;PUMP-FUEL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0109;PROBE-FQIS, #3;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0109;PROBE-FQIS, #3;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;568-1-27202-05R;PUMP-FUEL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0110;PROBE-FQIS, #5;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0110;PROBE-FQIS, #5;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;568-1-27202-05R;PUMP-FUEL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0108;PROBE-FQIS, #6;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0108;PROBE-FQIS, #6;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0106;PROBE-FQIS, #7;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0106;PROBE-FQIS, #7;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0105;PROBE-FQIS, #8;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0105;PROBE-FQIS, #8;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3540000-1;SENSOR-TEMPERATURE FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3540000-1;SENSOR-TEMPERATURE FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0104;FQIS PROBE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0104;FQIS PROBE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;568-1-27203-002;CANISTER-FUEL PUMP FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0104;FQIS PROBE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0104;FQIS PROBE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0101;FQIS PROBE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0101;FQIS PROBE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20147-0103;PROBE-FQIS;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20147-0103;PROBE-FQIS;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20147-0103;PROBE-FQIS;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20147-0103;PROBE-FQIS;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;B27000;ACTUATOR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;568-1-27203-002;CANISTER-FUEL PUMP FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;B539AAM0206;COMPUTER-FUEL,QUANTITY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;3530000-1;SENSOR-LEVEL,FQI;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;L95F100-603;TANK OVERPRESSURE PROTECTOR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;L95F100-603;TANK OVERPRESSURE PROTECTOR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;786-052;PROTECTR-FUEL VENT FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;786-052;PROTECTR-FUEL VENT FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;C12CB0010;PUMP-FUEL,APU FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;568-1-27244-002;CANISTER-FUEL PUMP FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;L83A13-617;MONITOR - LEAK FOR A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;FRH100014A;SWITCH-PRESSURE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20150-0101;ULTRA COMPENSATOR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20147-0102;PROBE-FQIS;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20150-0101;ULTRA COMPENSATOR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20149-0101;COMPENSATOR-DUAL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20145-0101;PROBE-FQIS, #2;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20145-0101;PROBE-FQIS, #2;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0107;PROBE-FQIS, #4;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0107;PROBE-FQIS, #4;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0103;FQIS PROBE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0103;FQIS PROBE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE190001-2;ACTUATOR-TWIN MOTOR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;10088-0101;PRESELECTOR-INDICATION;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0102;PROBE-FQIS;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0102;PROBE-FQIS;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0101;FQIS PROBE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;20146-0101;FQIS PROBE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;10087-0101;INDICATOR - MULTITANK;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;FRH100013A;SWITCH-PRESSURE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;30042-0000-0501;FLSCU;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;1158000-21;VALVE-REFUEL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;FRH280002;VALVE - WING TANK AIR RELEASE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;FRH280002;VALVE - WING TANK AIR RELEASE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;1158000-21;VALVE-REFUEL;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;;;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;L95F50-603;PROTECTR-TANK OVERPRESSURE FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;9815715;VALVE-RELIEF FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;HTE190001-1;TWIN MOTOR ACTUATOR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;30042-0000-0501;FLSCU;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;C49AA0221;CANISTER-PUMP FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;28;;;;
;C19DS0024;RESERVOIR-HYDR FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;QA05561;FILTER-LP FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;70400;VALVE-RELIEF FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;6-1404-0000-4;PUMP-HYDRAULIC HAND;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;S4-3400920-03;VALVE-2/2 WAY,HYDR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;ZCV64-20;VALVE - CHECK FOR A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;ZCV64-12;VALVE - CHECK FOR A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;ZCV63-6;VALVE - CHECK;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;ZCV64-16;VALVE - CHECK FOR A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;ZCV63-6;VALVE - CHECK;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;E03A00;VALVE-FIRE SHUT OFF;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;QA06304;FILTER-HP FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;ZCV67-1;CHECK VALVE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;QA05813-01;SEPARATOR-FLUID FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;114151004;VALVE-RELIEF;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;BHC1060-04;VALVE-PRIORITY;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;SB209L1A1-1483;HYDRAULIC ACCUMULATOR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;HTE510016;VALVE-GAS CHARGING;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;18330904-2;GAUGE-NITROGEN PRESSURE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;70200;VALVE-2/2-WAY MANUAL BLEED;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;4101002-11;TRANSFER  UNIT-HYDR POWER;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;ZCV64-10;VALVE - CHECK FOR A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;ZCV66-1;CHECK VALVE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;ZCV63-4;VALVE - CHECK FOR A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;QA05593;FILTER-HP FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;C51LM0020;VALVE-FILLING FOR A320/A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;S4-3500711;GSM MANIFOLD;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;S4-3400950-06;VALVE-3/2 WAY,HYDR;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;50-2-3100-00;SWITCH-PRESSURE,HYDRAULIC;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;ZCV63-6;VALVE - CHECK;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;71190400010NC0A;VALVE-SAMPLING;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;ZCV63-6;VALVE - CHECK;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;QA07341;"""MANIFOLD""-AIR FILTER FOR A320/321";;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;QA07739;RESERVOIR PRESSURE UNIT;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;TM113-1;TRANSDUCER AND SWITCH-TEMPERATURE FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;18301905-1;GAUGE-AIR PRESSURE;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;HTE690035-1;PRESSURE SWITCH;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;B42CA2002;VALVE-CHECK;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;HTE510016;VALVE-GAS CHARGING;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
;QA05877;VALVE-RESTRICTOR FOR A320 / A321;;;;76;A321;;;;;MSN0555 (B-22602) AIR;;;;;29;;;;
